slug,name,location,bio,is_resident,profile_image_url,instagram_url,soundcloud_url,spotify_url,youtube_url,mixcloud_url,website_url,aliases
wd4d,WD4D,"Seattle, WA","WD4D is Waylon Dungan, a Seattle DJ and producer whose sets braid futuristic hip-hop, R\&B, soul, global rhythm, and electronic music into something generous and deeply physical. Dubbed a feel-good force in local DJ culture, he has spent years proving that technical skill and emotional warmth do not need to be opposites. His selections can get heady, but the center is always human: drums, swing, melody, and a room that feels invited rather than instructed. WD4D brings open-hearted range,beat-scene intelligence with block-party gravity.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/wd4d-c1142daf.jpg,https://www.instagram.com/wd4d_waylon/,https://soundcloud.com/wd4d,,,https://www.djwd4d.com,https://www.djwd4d.com,
will-s,WILL S,,,false,,https://www.instagram.com/lovelisounds,,,,,,
wajatta,Wajatta,,,false,,https://www.instagram.com/wajatta/,,,,,,
wareika-hill-sounds,Wareika Hill Sounds,,,false,,,,,,,,
wax-witch,Wax Witch,"Seattle, WA","Seattle vinyl DJ, promoter, and event curator (Isabela Garcia). Founder of Babe Night and co-founder of Danse Macabre. Active in the Seattle underground scene for nearly a decade.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/wax-witch-847dee34.jpg,https://www.instagram.com/waxwitch/,https://soundcloud.com/wax-witch,,,,,
wesley-holmes,Wesley Holmes,"Seattle, WA","Wesley Holmes is a Seattle house-music lifer whose influence in the Pacific Northwest stretches across more than 25 years of parties, records, rooms, and dancers. A DJ's DJ with deep local credibility, he has helped keep the city's house lineage connected to soul, groove, and proper late-night function. His sets carry the ease of someone who does not need to force authority; the records do the talking, and the room follows. Wesley brings foundational Seattle heat,seasoned, generous, and still fully alive on the floor.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/wesley-holmes-114f163f.jpg,https://www.instagram.com/wesleyholmes/,https://soundcloud.com/wesley-holmes,,,,,
wet-peynt,Wet Peynt,"Seattle, WA","wet peynt is a Seattle live electronic artist and producer working in a playful, machine-driven lane of IDM, tech house, beats, and hardware experimentation. Public artist pages point to Octatrack, Digitakt, SE-02, Peak, Play, M8, and modular gear as part of the setup, with finished releases on Bandcamp and streaming platforms plus demo uploads on SoundCloud. Event history places wet peynt in the Shameless/Desert Hearts orbit for Memorial Day Hijinks at Monkey Loft and in Seattle's live-electronic ecosystem through Patchwerks and Basement State. wet peynt brings a left-field live PA feel: odd textures, skippy grooves, and dance music that keeps its handmade edges visible.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/wet-peynt-62636685.jpg,https://www.instagram.com/wet_peynt/,https://soundcloud.com/wetpeynt,,,,https://wetpeynt.bandcamp.com/,
wizdumb,Wizdumb,,,false,,https://www.instagram.com/wizdumb206/,,,,,,
wonder-twinz,Wonder Twinz,"Seattle, WA","Wonder Twinz is the Seattle duo of Ms. Artiz and Julie Herrera, a pairing that shows up in regional festival and Duck Brunch/Shameless-adjacent listings. The project connects two established local community selectors into a playful back-to-back format, with public lineups placing them near names like Levi Clark, Cat Call, Claudia Martinez, Sappho, and other PNW underground artists. Wonder Twinz brings bright communal energy: two DJs trading taste, movement, and room-reading while keeping the floor friendly and alive.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/wonder-twinz-4b5c4aac.jpg,https://www.instagram.com/wondertwinz_ofc/,,,,,https://www.brownpapertickets.com/nomob?event=4092968,Wonder Twinz (Ms. Artiz & Julie Herrera)|WonderTwinz
woopert,Woopert,,,false,,,,,,,,
yo-yo-yoga,Yo Yo Yoga,"Seattle, WA","Yo Yo Yoga is Annie Evasick's Seattle-born yoga and live-DJ project, founded in 2010 at Electric Tea Garden while she was working with Shameless Productions and Decibel Festival. The project connects underground house and techno culture with movement, recovery, and community, bringing DJ-led yoga events to clubs, rooftops, festivals, streams, and wellness spaces without losing its dance-floor roots.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/yo-yo-yoga-93aeacf7.jpg,https://www.instagram.com/yoyoyogaproject/,https://soundcloud.com/yoyoyogaproject,,,,,
yourmom,Yourmom,"Seattle, WA","Amy Logan, known as yourMOM, is the other half of the ourHOUSE DJ duo. A resident at Massive Club, she plays every 1st Saturday for ourHOUSE at Pony Seattle and every 2nd Saturday for CRUISE/DISCO at the Seattle Eagle. Known for making dancefloors groove with classic house, funk, and soul.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/5ca3514b-93ad-4fdf-b287-d3d4c9b60e41.webp,https://www.instagram.com/yourmomdj/,,,,,,
zof,ZOF,"Seattle, WA","ZOF is Zoe, a Seattle-based producer, vocalist, DJ, and classically trained pianist turning personal reclamation into exploratory club music. After leaving a demanding science career in the Pacific Northwest, she pushed fully into music, landing releases and support through HE.SHE.THEY., Popgang, Box of Cats, TECHNE, and Dome of Doom. Her sound moves through bass, house, breaks, and left-field electronics with a songwriter's ear for emotional hooks and a producer's hunger for strange texture. ZOF brings a future-facing Seattle energy: smart, raw, melodic, and unwilling to sound like anybody else on the flyer.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/zof-dc37eea7.jpg,https://www.instagram.com/zofdj/,https://soundcloud.com/zofdj,,,,https://www.zofmusic.com,
zacharia,Zacharia,,,false,,,,,,,,
zbo,Zbo,,,false,,,,,,,,
zeebo,Zeebo,"Seattle, WA","Seattle DJ Mike Zaretzke, known as Zeebo. A true soldier for the underground community both on the dance floor and behind the decks. Part of Dusty Booty Ranch, Flammable, LOST, and Studio 4/4 crews.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/zeebo-9c4ed3eb.jpg,,https://soundcloud.com/zeedashbo,,,,,
dos-leches,dos leches,,,false,,,,,,,,
hom,hOM,,,false,,,,,,,,
